"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SAOUHSC_00086",5481.70507511321,-1.63264275627984,0.0871343550334178,-18.737072830271,2.46838562748728e-78,6.50556745377759e-77
"SAOUHSC_00088",4.29074903534461,0.162665884525655,0.94456739244677,0.17221204736307,0.863270826952172,0.890294957187196
"SAOUHSC_00089",4.56903175808032,-0.465164568809698,0.896022337994746,-0.519143942159649,0.603660367337952,0.666301717694566
"SAOUHSC_00090",36.0523963611216,0.684929569673778,0.34980914958335,1.9580093044724,0.0502289209101084,0.0745575722145038
"SAOUHSC_00091",21.9689290532818,0.728013853648108,0.416315912615835,1.74870532589971,0.0803419689553205,0.114319826251962
"SAOUHSC_00092",320.672400688815,0.262707357942857,0.1263703587123,2.07886849906747,0.0376294387733016,0.057585179851788
"SAOUHSC_00093",302.343298807117,2.02646973335925,0.163915414734789,12.3628991003562,4.14918040202418e-35,4.11793134460308e-34
"SAOUHSC_00094",8970.38282563604,-4.54055048764504,0.104090136220667,-43.6213329380151,0,0
"SAOUHSC_00096",338.661364479144,-0.604482018270979,0.139056130110069,-4.34703610543817,1.37989511512883e-05,3.2495647928793e-05
"SAOUHSC_00097",50.9457107701612,-1.69917832334814,0.322970864848204,-5.26108856334998,1.4320503163464e-07,3.97754490676072e-07
"SAOUHSC_00099",204.362103306605,-0.379442558214018,0.143262207177433,-2.64858796810292,0.00808288102901274,0.0139741937323748
"SAOUHSC_00100",1455.025786396,-0.817464473419503,0.0839560439230751,-9.73681506680456,2.10034069421013e-22,1.33924949641571e-21
"SAOUHSC_00101",7117.71371300577,-0.681156800953187,0.066628419945586,-10.2232170822822,1.56073438803064e-24,1.07306144011845e-23
"SAOUHSC_00102",145.629811390997,-0.152947423748087,0.178026600783871,-0.859126799448186,0.390270563230407,0.45669549875803
"SAOUHSC_00103",105.708427820038,-0.259843996331288,0.192949165339666,-1.34669665905971,0.178077948732142,0.231755118461216
"SAOUHSC_00104",87.5766938207808,-0.294780133639166,0.218938978378986,-1.34640316594927,0.178172530476669,0.231755118461216
"SAOUHSC_00105",87.4744400056784,-0.31960912725662,0.22030886058007,-1.45073206050403,0.146854484325455,0.196579479018046
"SAOUHSC_00106",21.5402069474659,-0.130085891801131,0.41825033820979,-0.311023996676081,0.755782379027121,0.801034764545277
"SAOUHSC_00107",585.800886931662,-1.2398197526567,0.0993235644400687,-12.4826345051763,9.28623776786499e-36,9.61875807221649e-35
"SAOUHSC_00108",212.890243013097,-0.316706109008824,0.201542736858739,-1.57140919065122,0.116087632543242,0.159721499067616
"SAOUHSC_00113",2517.57769876262,-1.8710221741984,0.070367460423336,-26.589309361773,9.02391502128136e-156,5.35118160761984e-154
"SAOUHSC_00114",470.582254406574,0.125620397224964,0.106049423026844,1.18454578666747,0.236197082844355,0.295963803754258
"SAOUHSC_00115",208.740522077798,-0.0250002319520044,0.169364229398758,-0.147612232174143,0.882648800982574,0.907394207184487
"SAOUHSC_00116",893.945887132552,-0.0773458360208679,0.087852045575227,-0.880410188680665,0.378637138989618,0.445720741282072
"SAOUHSC_00117",1120.66498652412,-0.164568154179532,0.0842297030991973,-1.95380190270551,0.0507246491856505,0.0752463213685822
"SAOUHSC_00118",624.108139491099,-0.168346090361351,0.105088740856543,-1.60194221559054,0.109168388092747,0.150989747262972
"SAOUHSC_00119",968.542932595402,-0.296668540720992,0.0836904129331387,-3.5448330379013,0.000392861852513599,0.000796468644583125
"SAOUHSC_00120",769.724162639529,-0.288310224544631,0.103074397994311,-2.797108012802,0.00515622923174156,0.00918211391718542
